"","Vertex1","Vertex2","Vertex1 popularity","Vertex1 followers","Vertex1 profile","Vertex1 images","Vertex1 genre","Vertex2 popularity","Vertex2 followers","Vertex2 profile","Vertex2 images","Vertex2 genre"
"2603","donnie iris","head east",39,31460,"https://open.spotify.com/artist/4kveDT8ylFciq1mdeYcIvw","https://i.scdn.co/image/94823ced14537956ccbef1488b764c4193a9a9af",NA,43,146705,"https://open.spotify.com/artist/55UamRmLvoS6q7iWPzUrCC","https://i.scdn.co/image/8639d57200febc3eac25d97421793acef7cd0388","blues rock"
"2604","the motels","little river band",42,137557,"https://open.spotify.com/artist/6scOultrkXrQsClcbGKM7e","https://i.scdn.co/image/6eeff1d22dd3e02d82e6571745ad9bafcacb7a9f","mellow gold",56,997963,"https://open.spotify.com/artist/6clbbhnIqpHnqxwtOWcilg","https://i.scdn.co/image/ab676161000051748d20c06dc6316ee8d35b351e","art rock"
"2605","the greg kihn band","ambrosia",45,59816,"https://open.spotify.com/artist/1Yyag4BRejtPxsKTrSkKDz","https://i.scdn.co/image/ab67616100005174a5244b4329fa53cc7290d48c",NA,51,323593,"https://open.spotify.com/artist/0J2Ej2rMQyqaUX3G6MUISw","https://i.scdn.co/image/1bc5d2c53780cd995ec55ec666c7241c932a2232","art rock"
"2606","john cafferty & the beaver brown band","the babys",41,26700,"https://open.spotify.com/artist/5qwERxFiC8zCJvnVI8Zkl9","https://i.scdn.co/image/a9b9c732d5df982dcfcdfe0e6ec612a325fb0c8f","heartland rock",42,93753,"https://open.spotify.com/artist/6z7wrwE2QW7Keb9ozoF0rg","https://i.scdn.co/image/87686b766a965ec3791573da03733e6bf11af5a2","art rock"
"2607","loverboy","bob welch",54,753417,"https://open.spotify.com/artist/2CLVPk9FcywjClBcTvWPkT","https://i.scdn.co/image/ab6761610000517402a7fb52455eea92035311dc","classic canadian rock",43,81612,"https://open.spotify.com/artist/0reZZVbAPxgX1Rqj6XbWj3","https://i.scdn.co/image/fc40d90d3245b5853b26f3ff1a1227c1d5f6f084","classic rock"
"2608","patty smyth","eddie money",48,52736,"https://open.spotify.com/artist/2dgfCEMSVETFp29mRpiFpz","https://i.scdn.co/image/ab67616100005174ae32e4c9130baf3477fa297f",NA,57,747522,"https://open.spotify.com/artist/4Tw2N3wdvJPGEU7JqMxFfE","https://i.scdn.co/image/ab6761610000517459808090fb17e636132b0d2a","classic rock"
"2609","glass tiger","orleans",44,125310,"https://open.spotify.com/artist/53RaPTbZOx2mBoZD6LLWIv","https://i.scdn.co/image/ab67616100005174e9ce4b69d5919d5997715aa5","classic canadian rock",51,142237,"https://open.spotify.com/artist/1667U2YoucgG5Pdvm2M59c","https://i.scdn.co/image/ab6761610000517473623115b3d4b9f03184d118","bubblegum pop"
"2610","'til tuesday","poco",42,135503,"https://open.spotify.com/artist/1L0y9srZMyh9XUnYGv37IP","https://i.scdn.co/image/7507653dc353f16124c90bbccd0f003aa45128ea","new romantic",45,211014,"https://open.spotify.com/artist/0fyqyjD7pbaVzbu94ylWQR","https://i.scdn.co/image/8f808de6ce1199bf374db32a04283d79e5bb4673","classic rock"
"2611","the babys","38 special",42,93753,"https://open.spotify.com/artist/6z7wrwE2QW7Keb9ozoF0rg","https://i.scdn.co/image/87686b766a965ec3791573da03733e6bf11af5a2","art rock",57,1034240,"https://open.spotify.com/artist/3zXw2Eh96iTT51pytzHdZi","https://i.scdn.co/image/30b95555f6ada5b6ad259d865e5bbf791534999b","classic rock"
"2612","mr. mister","dave mason",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold",43,154814,"https://open.spotify.com/artist/2DWQX92uew7DlsgN0yD775","https://i.scdn.co/image/12bb289439585710d9d3fec856d27bc76e6d2156","art rock"
"2613","red rider","paul davis",43,78257,"https://open.spotify.com/artist/4EGlaDAVZTNNknDdKHrHRp","https://i.scdn.co/image/119631d62c1c428a67af71aac0244d7a31419c86","classic canadian rock",44,117464,"https://open.spotify.com/artist/6EJmqnuK0r6qiAevFFiNNR","https://i.scdn.co/image/7fb9a7adf5fe2603da53a149407788ac8fd36b5d","bubblegum pop"
"2614","tommy tutone","peter frampton",45,42504,"https://open.spotify.com/artist/1n2LWYgwtGp7EzDapUoniE","https://i.scdn.co/image/bfe9f1cdf7b5bb4b69ba89c22f39c3e3f6593d39","new wave pop",56,1073566,"https://open.spotify.com/artist/0543y7yrvny4KymoaneT4W","https://i.scdn.co/image/ab67616100005174df422233531e21eefeec9996","art rock"
"2615","go west","glenn frey",48,221461,"https://open.spotify.com/artist/7bKupnlF7XOfR1En3K8oAL","https://i.scdn.co/image/f26cd438ecc03700b192ce8ad90e775897a2edfe","new romantic",55,514143,"https://open.spotify.com/artist/3vMWY1bUrmYoSoEWLiQWOZ","https://i.scdn.co/image/ab676161000051741e869d920d97389beb490b43","album rock"
"2616","richard marx","wang chung",64,1086870,"https://open.spotify.com/artist/0grdhNhiRLFBaFVyybqsj6","https://i.scdn.co/image/ab6772690000dd225a23fa4fa56b6bb1483733d2","mellow gold",52,276537,"https://open.spotify.com/artist/6Zh3xrWlA0SA9Fsfj9AVwm","https://i.scdn.co/image/3cc6fe2f6ee10954302d1b24dacc140585fedbd8","mellow gold"
"2617","kim carnes","kenny loggins",60,262460,"https://open.spotify.com/artist/5PN2aHIvLEM98XIorsPMhE","https://i.scdn.co/image/ab676161000051741ba0c0b42be17d19a8d67d15","new romantic",67,904323,"https://open.spotify.com/artist/3Y3xIwWyq5wnNHPp5gPjOW","https://i.scdn.co/image/ab67616100005174e5ade0d346536449c7a75b48","mellow gold"
"2618","paul young","kim carnes",58,811714,"https://open.spotify.com/artist/6rqU9HQ57NYGBnBzbrY3a4","https://i.scdn.co/image/ab676161000051748b1b108617e384c85ad5c3ec","europop",60,262460,"https://open.spotify.com/artist/5PN2aHIvLEM98XIorsPMhE","https://i.scdn.co/image/ab676161000051741ba0c0b42be17d19a8d67d15","new romantic"
"2619","huey lewis & the news","johnny hates jazz",62,1342993,"https://open.spotify.com/artist/7A9yZMTrFZcgEWAX2kBfK6","https://i.scdn.co/image/ab676161000051748dfb95eb4902b28206963614","classic rock",50,180119,"https://open.spotify.com/artist/6zpPKMhpOoG646kJgZ7RKf","https://i.scdn.co/image/ab6761610000517404f617be75de19acb3b08df0","new romantic"
"2620","nik kershaw","the outfield",54,272339,"https://open.spotify.com/artist/7kCL98rPFsNKjAHDmWrMac","https://i.scdn.co/image/ab6761610000517468a6b441e694ee02110b44a1","mellow gold",63,508512,"https://open.spotify.com/artist/1zxDewzd2j1ZdSBGaYcr0y","https://i.scdn.co/image/236413fe5f7998434765548173bc79327a319606","mellow gold"
"2621","john parr","heart",50,82892,"https://open.spotify.com/artist/3Z1tibPKhUYWCno0IYicCN","https://i.scdn.co/image/ab6761610000517492cf232d26e49a42e015f998","mellow gold",65,2106872,"https://open.spotify.com/artist/34jw2BbxjoYalTp8cJFCPv","https://i.scdn.co/image/6537feaf4a9da588202c9aa494dcc9b02f246ff5","classic rock"
"2622","steve perry","foreigner",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold",67,2592797,"https://open.spotify.com/artist/6IRouO5mvvfcyxtPDKMYFN","https://i.scdn.co/image/ab67616100005174b338d6964565206f741d5ad1","classic rock"
"2623","mr. mister","styx",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold",61,1633076,"https://open.spotify.com/artist/4salDzkGmfycRqNUbyBphh","https://i.scdn.co/image/ab67616100005174fef3008e708e59efaa5667ed","art rock"
"2624","red rider","don henley",43,78257,"https://open.spotify.com/artist/4EGlaDAVZTNNknDdKHrHRp","https://i.scdn.co/image/119631d62c1c428a67af71aac0244d7a31419c86","classic canadian rock",62,1340826,"https://open.spotify.com/artist/5dbuFbrHa1SJlQhQX9OUJ2","https://i.scdn.co/image/6318212047d0b26c06f21149e525257e8a161651","art rock"
"2625","platinum blonde","huey lewis & the news",32,47696,"https://open.spotify.com/artist/5oxTKyMgf6POnzlqM1mduA","https://i.scdn.co/image/77ba4ce76f7dad558c3341da762ecc9f922c8295",NA,62,1342993,"https://open.spotify.com/artist/7A9yZMTrFZcgEWAX2kBfK6","https://i.scdn.co/image/ab676161000051748dfb95eb4902b28206963614","classic rock"
"2626","glenn frey","the j. geils band",55,514143,"https://open.spotify.com/artist/3vMWY1bUrmYoSoEWLiQWOZ","https://i.scdn.co/image/ab676161000051741e869d920d97389beb490b43","album rock",57,715986,"https://open.spotify.com/artist/69Mj3u4FTUrpyeGNSIaU6F","https://i.scdn.co/image/43d20bdb99de92558563c95a365c92ab8b1f81a6","art rock"
"2627","starship","journey",63,851731,"https://open.spotify.com/artist/0kObWap02DEg9EAJ3PBxzf","https://i.scdn.co/image/485b9c07ffe6a1a34562c5dff6a231dae181a748","mellow gold",72,4633214,"https://open.spotify.com/artist/0rvjqX7ttXeg3mTy8Xscbt","https://i.scdn.co/image/ab67616100005174e848dfb35ea4969099662dfd","classic rock"
"2628","benjamin orr","night ranger",37,13729,"https://open.spotify.com/artist/6FV7vG3YdZqITxCEbUK98Y","https://i.scdn.co/image/0752abd08d9bf1c28b84a2af6d3f43f7764e6732",NA,51,612865,"https://open.spotify.com/artist/1Ha0Fz4i0d4gu5fZbhBCtH","https://i.scdn.co/image/ab676161000051749e8c55f799964f5194cc5999","classic rock"
"2629","gowan","the babys",33,39221,"https://open.spotify.com/artist/732h1QEXVf21E1QTOmOAQY","https://i.scdn.co/image/cb71db74c5f4b7814bfe29294a62fbef44a97f2e","classic canadian rock",42,93753,"https://open.spotify.com/artist/6z7wrwE2QW7Keb9ozoF0rg","https://i.scdn.co/image/87686b766a965ec3791573da03733e6bf11af5a2","art rock"
"2630","tom cochrane","chicago",51,66190,"https://open.spotify.com/artist/5Jj4mqGYiplyowPLKkJLHt","https://i.scdn.co/image/ab6761610000517494f10b4dcc21643b18de8eef","classic canadian rock",67,3304730,"https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0","https://i.scdn.co/image/ab67616100005174552671b05c6308584f920795","album rock"
"2631","chilliwack","triumph",37,67241,"https://open.spotify.com/artist/3TkWygOTDBZXAdFDh9HOkG","https://i.scdn.co/image/68725bace2aedcc1b334420c342586d7d6b5e4dc","classic canadian rock",45,406016,"https://open.spotify.com/artist/4YfnJEbTz8QLD5FusYFwV6","https://i.scdn.co/image/9e6f218ce63c5c23e7b7d887b6e07c37e9a39eee","canadian metal"
"2632","don henley","head east",62,1340826,"https://open.spotify.com/artist/5dbuFbrHa1SJlQhQX9OUJ2","https://i.scdn.co/image/6318212047d0b26c06f21149e525257e8a161651","art rock",43,146705,"https://open.spotify.com/artist/55UamRmLvoS6q7iWPzUrCC","https://i.scdn.co/image/8639d57200febc3eac25d97421793acef7cd0388","blues rock"
"2633","cutting crew","jefferson starship",60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold",50,847022,"https://open.spotify.com/artist/3HC7NcxQx2Yk0fWoRKJ0xF","https://i.scdn.co/image/ab676161000051740a7ad2d086997db5d77d8e47","art rock"
"2634","rick springfield","gary wright",58,701338,"https://open.spotify.com/artist/6IFXsrXBpwbIqtOUOiAa3p","https://i.scdn.co/image/ab676161000051745cc5140fd4e3342f3a6d25ff","australian rock",43,126889,"https://open.spotify.com/artist/3z6Uf5IZkN4TogRpRpgD84","https://i.scdn.co/image/5b6cb225b8c44ca2bf4507b3c47ee04f4cf424e2","classic rock"
"2635","corey hart","the tubes",50,243898,"https://open.spotify.com/artist/0smy8yDrRoI4CnhpOuthg0","https://i.scdn.co/image/ab67616100005174a57b441a0f3f911a3c39bbef","mellow gold",43,81823,"https://open.spotify.com/artist/7zfhej6FnVXN9LIXs6dcoK","https://i.scdn.co/image/ab67616100005174c645d75ea79ed9470c381855","art rock"
"2636","peter cetera","michael stanley band",59,786850,"https://open.spotify.com/artist/5xWPOujQqd4wXyB08slZ9Z","https://i.scdn.co/image/8d734393d132bf93acab534772bfd441aa3407f1","mellow gold",29,12863,"https://open.spotify.com/artist/68tUWDLwgRP7Ch2Gj8vQ1k","https://i.scdn.co/image/ab67616d00001e029433677f78b5514f4a92fcab","classic rock"
"2637","steve winwood","steve perry",59,901157,"https://open.spotify.com/artist/5gxynDEKwNDgxGJmJjZyte","https://i.scdn.co/image/1bd7316c847371039652c7bf59335083af10d56e","art rock",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold"
"2638","paul carrack","red rider",51,158119,"https://open.spotify.com/artist/0FFuvdY7fuiuTmHN9unYoz","https://i.scdn.co/image/ab676161000051749f475bbebf716a08ec2d540a","mellow gold",43,78257,"https://open.spotify.com/artist/4EGlaDAVZTNNknDdKHrHRp","https://i.scdn.co/image/119631d62c1c428a67af71aac0244d7a31419c86","classic canadian rock"
"2639","bruce hornsby","38 special",54,336588,"https://open.spotify.com/artist/2iM28IgKg89v1o7BTQAVPo","https://i.scdn.co/image/ab67616100005174ede2122c4ca030de3a67f3ad","classic rock",57,1034240,"https://open.spotify.com/artist/3zXw2Eh96iTT51pytzHdZi","https://i.scdn.co/image/30b95555f6ada5b6ad259d865e5bbf791534999b","classic rock"
"2640","stephen bishop","bob welch",52,213408,"https://open.spotify.com/artist/3JhRHqCi8HEzkJVWt19LtN","https://i.scdn.co/image/ab67616100005174ea31950c891f1fed632737fa","country rock",43,81612,"https://open.spotify.com/artist/0reZZVbAPxgX1Rqj6XbWj3","https://i.scdn.co/image/fc40d90d3245b5853b26f3ff1a1227c1d5f6f084","classic rock"
"2641","ambrosia","the j. geils band",51,323593,"https://open.spotify.com/artist/0J2Ej2rMQyqaUX3G6MUISw","https://i.scdn.co/image/1bc5d2c53780cd995ec55ec666c7241c932a2232","art rock",57,715986,"https://open.spotify.com/artist/69Mj3u4FTUrpyeGNSIaU6F","https://i.scdn.co/image/43d20bdb99de92558563c95a365c92ab8b1f81a6","art rock"
"2642","wang chung","steve winwood",52,276537,"https://open.spotify.com/artist/6Zh3xrWlA0SA9Fsfj9AVwm","https://i.scdn.co/image/3cc6fe2f6ee10954302d1b24dacc140585fedbd8","mellow gold",59,901157,"https://open.spotify.com/artist/5gxynDEKwNDgxGJmJjZyte","https://i.scdn.co/image/1bd7316c847371039652c7bf59335083af10d56e","art rock"
"2643","john parr","huey lewis & the news",50,82892,"https://open.spotify.com/artist/3Z1tibPKhUYWCno0IYicCN","https://i.scdn.co/image/ab6761610000517492cf232d26e49a42e015f998","mellow gold",62,1342993,"https://open.spotify.com/artist/7A9yZMTrFZcgEWAX2kBfK6","https://i.scdn.co/image/ab676161000051748dfb95eb4902b28206963614","classic rock"
"2644","naked eyes","john mellencamp",47,138919,"https://open.spotify.com/artist/3C6chBmZ9wzisBhoh8G2nK","https://i.scdn.co/image/3e6e0162a1290fc126a21fa66eaa374d216e8ca6","new romantic",64,1422380,"https://open.spotify.com/artist/3lPQ2Fk5JOwGWAF3ORFCqH","https://i.scdn.co/image/ab6761610000517439cf2e0c338c08d5b8350053","classic rock"
"2645","quarterflash","jackson browne",43,99129,"https://open.spotify.com/artist/3VJakY5Yw5phAOF4Bada5v","https://i.scdn.co/image/f5892fe0d5511efac5384da7e37d9ef4d613c139","mellow gold",60,1135076,"https://open.spotify.com/artist/5lkiCO9UQ8B23dZ1o0UV4m","https://i.scdn.co/image/ab6761610000517400b0bd0385952164fd4a5710","classic rock"
"2646","the romantics","little river band",55,330592,"https://open.spotify.com/artist/3daM7asS0gCFvyLemNx2EE","https://i.scdn.co/image/ab67616100005174b39679d47a3857df9ad4a750","classic rock",56,997963,"https://open.spotify.com/artist/6clbbhnIqpHnqxwtOWcilg","https://i.scdn.co/image/ab676161000051748d20c06dc6316ee8d35b351e","art rock"
"2647","'til tuesday","reo speedwagon",42,135503,"https://open.spotify.com/artist/1L0y9srZMyh9XUnYGv37IP","https://i.scdn.co/image/7507653dc353f16124c90bbccd0f003aa45128ea","new romantic",63,2107390,"https://open.spotify.com/artist/55vs7NT1KxcFjbMC4y202E","https://i.scdn.co/image/ab67616100005174fc5a03aa1823cfbe08b8b2ed","classic rock"
"2648","howard jones","mr. mister",49,361214,"https://open.spotify.com/artist/6loBF9iQdE11WSX29fNKqY","https://i.scdn.co/image/ab6761610000517493e7c004e39b91f88d1088af","new romantic",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold"
"2649","the fixx","joe walsh",46,215956,"https://open.spotify.com/artist/53RkHTcl0SJZjpzqogkBf4","https://i.scdn.co/image/ab67616100005174029479ed32ffc0cd2ae54735","art rock",55,1075607,"https://open.spotify.com/artist/5bDxAyJiTYBat1YnFJhvEK","https://i.scdn.co/image/eafdd5b0d74bebaa1fc64591e050039d6a9debec","blues rock"
"2650","thompson twins","loverboy",50,569299,"https://open.spotify.com/artist/5jVeqi3PNaTOajfvBa4uFn","https://i.scdn.co/image/ab67616100005174e1d9c03cc2d86e3babc83c59","new romantic",54,753417,"https://open.spotify.com/artist/2CLVPk9FcywjClBcTvWPkT","https://i.scdn.co/image/ab6761610000517402a7fb52455eea92035311dc","classic canadian rock"
"2651","animotion","chicago",40,39943,"https://open.spotify.com/artist/6eQHjJJa52LUGjBKP5UPos","https://i.scdn.co/image/1e7d8ce833fdbd3fb3c1cda0cb632e10ec7494ed","new wave",67,3304730,"https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0","https://i.scdn.co/image/ab67616100005174552671b05c6308584f920795","album rock"
"2652","steve perry","the doobie brothers",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold",65,2086013,"https://open.spotify.com/artist/39T6qqI0jDtSWWioX8eGJz","https://i.scdn.co/image/ab6761610000517468a38c02f356fae44e7dd63b","blues rock"
"2653","cutting crew","eric carmen",60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold",59,291937,"https://open.spotify.com/artist/2ekjTXgjxbWwBX5lTAj4DU","https://i.scdn.co/image/b418a2d5dd360a27bbe6bb3bf80246a64eb992e2","album rock"
"2654","corey hart","dan hill",50,243898,"https://open.spotify.com/artist/0smy8yDrRoI4CnhpOuthg0","https://i.scdn.co/image/ab67616100005174a57b441a0f3f911a3c39bbef","mellow gold",51,265071,"https://open.spotify.com/artist/5rOhfAsK4uxq9OdREiQRKa","https://i.scdn.co/image/ab67616100005174b7dc19b081327811eaf254b1","mellow gold"
"2655","john waite","christopher cross",53,218060,"https://open.spotify.com/artist/2TPyCsRoh2tjeZLTQ2ojlj","https://i.scdn.co/image/da58bd9c8eb882cb2b29b05f4f99449808659164","mellow gold",61,833705,"https://open.spotify.com/artist/695W5F2Ih8dYahLdjVOIoH","https://i.scdn.co/image/ab67616100005174a2e75d072e19a6150744f924","album rock"
"2656","glass tiger","glenn medeiros",44,125310,"https://open.spotify.com/artist/53RaPTbZOx2mBoZD6LLWIv","https://i.scdn.co/image/ab67616100005174e9ce4b69d5919d5997715aa5","classic canadian rock",49,77562,"https://open.spotify.com/artist/0bByarMN8ryEFQsRo6iCUN","https://i.scdn.co/image/58019edc43247a97fb5c80e57673e0be3196b6ce",NA
"2657","lou gramm","air supply",44,101887,"https://open.spotify.com/artist/7CnmC3gRgLev4I609BrSxj","https://i.scdn.co/image/31f98adfdcaaf31cbaca219ee21f133520d9ab82","mellow gold",66,3470738,"https://open.spotify.com/artist/4xXCRXOfQKQ2gjWxNhNzYW","https://i.scdn.co/image/ab6761610000517479bedf7da0a906b84128f3af","soft rock"
"2658","rick springfield","wilson phillips",58,701338,"https://open.spotify.com/artist/6IFXsrXBpwbIqtOUOiAa3p","https://i.scdn.co/image/ab676161000051745cc5140fd4e3342f3a6d25ff","australian rock",52,506233,"https://open.spotify.com/artist/1yMYjh77WgOVafRkI50mim","https://i.scdn.co/image/69439fffb615de39c6a24dd9aef4259003d7725b","mellow gold"
"2659","wang chung","michael bolton",52,276537,"https://open.spotify.com/artist/6Zh3xrWlA0SA9Fsfj9AVwm","https://i.scdn.co/image/3cc6fe2f6ee10954302d1b24dacc140585fedbd8","mellow gold",62,1704115,"https://open.spotify.com/artist/6YHEMoNPbcheiWS2haGzkn","https://i.scdn.co/image/ab67616100005174722dd304ca53138ba23ffc7b","soft rock"
"2660","boy meets girl","cutting crew",46,25961,"https://open.spotify.com/artist/02Xpf8IlAGeelWAQZP33kQ","https://i.scdn.co/image/957877d27d136e6f15baf895507807d42953fe94",NA,60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold"
"2661","robert tepper","sheena easton",47,29841,"https://open.spotify.com/artist/5T1bhiyED6hokaKTechcKI","https://i.scdn.co/image/95b8441dffc9e895a3d386ff4b52db2b74c2257d",NA,54,558169,"https://open.spotify.com/artist/5dcOK4stT4JDkP6Dqhbz5s","https://i.scdn.co/image/abf2b9f11006846cd589026a50e0a0f7b74322fc","mellow gold"
"2662","go west","steve perry",48,221461,"https://open.spotify.com/artist/7bKupnlF7XOfR1En3K8oAL","https://i.scdn.co/image/f26cd438ecc03700b192ce8ad90e775897a2edfe","new romantic",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold"
"2663","frank stallone","starship",40,11428,"https://open.spotify.com/artist/3BucZwouCkpiGi2UxqfWn9","https://i.scdn.co/image/6abb7223987e5dce2bda8d0d77f9fd6bb0175e49",NA,63,851731,"https://open.spotify.com/artist/0kObWap02DEg9EAJ3PBxzf","https://i.scdn.co/image/485b9c07ffe6a1a34562c5dff6a231dae181a748","mellow gold"
