"","Vertex1","Vertex2","Vertex1 popularity","Vertex1 followers","Vertex1 profile","Vertex1 images","Vertex1 genre","Vertex2 popularity","Vertex2 followers","Vertex2 profile","Vertex2 images","Vertex2 genre"
"2528","glenn frey","don henley",55,514143,"https://open.spotify.com/artist/3vMWY1bUrmYoSoEWLiQWOZ","https://i.scdn.co/image/ab676161000051741e869d920d97389beb490b43","album rock",62,1340826,"https://open.spotify.com/artist/5dbuFbrHa1SJlQhQX9OUJ2","https://i.scdn.co/image/6318212047d0b26c06f21149e525257e8a161651","art rock"
"2529","steve winwood","mr. mister",59,901157,"https://open.spotify.com/artist/5gxynDEKwNDgxGJmJjZyte","https://i.scdn.co/image/1bd7316c847371039652c7bf59335083af10d56e","art rock",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold"
"2530","huey lewis & the news","eric carmen",62,1342993,"https://open.spotify.com/artist/7A9yZMTrFZcgEWAX2kBfK6","https://i.scdn.co/image/ab676161000051748dfb95eb4902b28206963614","classic rock",59,291937,"https://open.spotify.com/artist/2ekjTXgjxbWwBX5lTAj4DU","https://i.scdn.co/image/b418a2d5dd360a27bbe6bb3bf80246a64eb992e2","album rock"
"2531","jefferson starship","paul davis",50,847022,"https://open.spotify.com/artist/3HC7NcxQx2Yk0fWoRKJ0xF","https://i.scdn.co/image/ab676161000051740a7ad2d086997db5d77d8e47","art rock",44,117464,"https://open.spotify.com/artist/6EJmqnuK0r6qiAevFFiNNR","https://i.scdn.co/image/7fb9a7adf5fe2603da53a149407788ac8fd36b5d","bubblegum pop"
"2532","rick springfield","peter cetera",58,701338,"https://open.spotify.com/artist/6IFXsrXBpwbIqtOUOiAa3p","https://i.scdn.co/image/ab676161000051745cc5140fd4e3342f3a6d25ff","australian rock",59,786850,"https://open.spotify.com/artist/5xWPOujQqd4wXyB08slZ9Z","https://i.scdn.co/image/8d734393d132bf93acab534772bfd441aa3407f1","mellow gold"
"2533","38 special","steve winwood",57,1034240,"https://open.spotify.com/artist/3zXw2Eh96iTT51pytzHdZi","https://i.scdn.co/image/30b95555f6ada5b6ad259d865e5bbf791534999b","classic rock",59,901157,"https://open.spotify.com/artist/5gxynDEKwNDgxGJmJjZyte","https://i.scdn.co/image/1bd7316c847371039652c7bf59335083af10d56e","art rock"
"2534","mr. mister","paul carrack",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold",51,158119,"https://open.spotify.com/artist/0FFuvdY7fuiuTmHN9unYoz","https://i.scdn.co/image/ab676161000051749f475bbebf716a08ec2d540a","mellow gold"
"2535","joe walsh","sheena easton",55,1075607,"https://open.spotify.com/artist/5bDxAyJiTYBat1YnFJhvEK","https://i.scdn.co/image/eafdd5b0d74bebaa1fc64591e050039d6a9debec","blues rock",54,558169,"https://open.spotify.com/artist/5dcOK4stT4JDkP6Dqhbz5s","https://i.scdn.co/image/abf2b9f11006846cd589026a50e0a0f7b74322fc","mellow gold"
"2536","loverboy","bruce hornsby",54,753417,"https://open.spotify.com/artist/2CLVPk9FcywjClBcTvWPkT","https://i.scdn.co/image/ab6761610000517402a7fb52455eea92035311dc","classic canadian rock",54,336588,"https://open.spotify.com/artist/2iM28IgKg89v1o7BTQAVPo","https://i.scdn.co/image/ab67616100005174ede2122c4ca030de3a67f3ad","classic rock"
"2537","chicago","stephen bishop",67,3304730,"https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0","https://i.scdn.co/image/ab67616100005174552671b05c6308584f920795","album rock",52,213408,"https://open.spotify.com/artist/3JhRHqCi8HEzkJVWt19LtN","https://i.scdn.co/image/ab67616100005174ea31950c891f1fed632737fa","country rock"
"2538","firefall","mike + the mechanics",43,182121,"https://open.spotify.com/artist/1tfXh4XxILEuMU2qZupFn8","https://i.scdn.co/image/ab6761610000517430adcaa6c2679f09255fffa6","classic rock",57,578453,"https://open.spotify.com/artist/2yTUYhIf8fxptTIy3KLuJD","https://i.scdn.co/image/a6e2554ee5d46ddbfc3095ded51958cccfb0e766","art rock"
"2539","the doobie brothers","ambrosia",65,2086013,"https://open.spotify.com/artist/39T6qqI0jDtSWWioX8eGJz","https://i.scdn.co/image/ab6761610000517468a38c02f356fae44e7dd63b","blues rock",51,323593,"https://open.spotify.com/artist/0J2Ej2rMQyqaUX3G6MUISw","https://i.scdn.co/image/1bc5d2c53780cd995ec55ec666c7241c932a2232","art rock"
"2540","eric carmen","wang chung",59,291937,"https://open.spotify.com/artist/2ekjTXgjxbWwBX5lTAj4DU","https://i.scdn.co/image/b418a2d5dd360a27bbe6bb3bf80246a64eb992e2","album rock",52,276537,"https://open.spotify.com/artist/6Zh3xrWlA0SA9Fsfj9AVwm","https://i.scdn.co/image/3cc6fe2f6ee10954302d1b24dacc140585fedbd8","mellow gold"
"2541","dan hill","mr. mister",51,265071,"https://open.spotify.com/artist/5rOhfAsK4uxq9OdREiQRKa","https://i.scdn.co/image/ab67616100005174b7dc19b081327811eaf254b1","mellow gold",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold"
"2542","christopher cross","john parr",61,833705,"https://open.spotify.com/artist/695W5F2Ih8dYahLdjVOIoH","https://i.scdn.co/image/ab67616100005174a2e75d072e19a6150744f924","album rock",50,82892,"https://open.spotify.com/artist/3Z1tibPKhUYWCno0IYicCN","https://i.scdn.co/image/ab6761610000517492cf232d26e49a42e015f998","mellow gold"
"2543","glenn medeiros","naked eyes",49,77562,"https://open.spotify.com/artist/0bByarMN8ryEFQsRo6iCUN","https://i.scdn.co/image/58019edc43247a97fb5c80e57673e0be3196b6ce",NA,47,138919,"https://open.spotify.com/artist/3C6chBmZ9wzisBhoh8G2nK","https://i.scdn.co/image/3e6e0162a1290fc126a21fa66eaa374d216e8ca6","new romantic"
"2544","air supply","the motels",66,3470738,"https://open.spotify.com/artist/4xXCRXOfQKQ2gjWxNhNzYW","https://i.scdn.co/image/ab6761610000517479bedf7da0a906b84128f3af","soft rock",42,137557,"https://open.spotify.com/artist/6scOultrkXrQsClcbGKM7e","https://i.scdn.co/image/6eeff1d22dd3e02d82e6571745ad9bafcacb7a9f","mellow gold"
"2545","wilson phillips","quarterflash",52,506233,"https://open.spotify.com/artist/1yMYjh77WgOVafRkI50mim","https://i.scdn.co/image/69439fffb615de39c6a24dd9aef4259003d7725b","mellow gold",43,99129,"https://open.spotify.com/artist/3VJakY5Yw5phAOF4Bada5v","https://i.scdn.co/image/f5892fe0d5511efac5384da7e37d9ef4d613c139","mellow gold"
"2546","jon secada","the power station",60,318411,"https://open.spotify.com/artist/10n1KB2sjTrGdyuC83y8jW","https://i.scdn.co/image/e5c1e14e943ef39eeab6aacbf59e1891952f8b65","soft rock",39,118512,"https://open.spotify.com/artist/1EemADz12kjlGwkpY4EINv","https://i.scdn.co/image/49a69e9b1bf30cc21a2d309cbfddabea07b213bd","new romantic"
"2547","michael bolton","john waite",62,1704115,"https://open.spotify.com/artist/6YHEMoNPbcheiWS2haGzkn","https://i.scdn.co/image/ab67616100005174722dd304ca53138ba23ffc7b","soft rock",53,218060,"https://open.spotify.com/artist/2TPyCsRoh2tjeZLTQ2ojlj","https://i.scdn.co/image/da58bd9c8eb882cb2b29b05f4f99449808659164","mellow gold"
"2548","cutting crew","'til tuesday",60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold",42,135503,"https://open.spotify.com/artist/1L0y9srZMyh9XUnYGv37IP","https://i.scdn.co/image/7507653dc353f16124c90bbccd0f003aa45128ea","new romantic"
"2549","sheena easton","howard jones",54,558169,"https://open.spotify.com/artist/5dcOK4stT4JDkP6Dqhbz5s","https://i.scdn.co/image/abf2b9f11006846cd589026a50e0a0f7b74322fc","mellow gold",49,361214,"https://open.spotify.com/artist/6loBF9iQdE11WSX29fNKqY","https://i.scdn.co/image/ab6761610000517493e7c004e39b91f88d1088af","new romantic"
"2550","stephen bishop","rick springfield",52,213408,"https://open.spotify.com/artist/3JhRHqCi8HEzkJVWt19LtN","https://i.scdn.co/image/ab67616100005174ea31950c891f1fed632737fa","country rock",58,701338,"https://open.spotify.com/artist/6IFXsrXBpwbIqtOUOiAa3p","https://i.scdn.co/image/ab676161000051745cc5140fd4e3342f3a6d25ff","australian rock"
"2551","steve perry","the fixx",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold",46,215956,"https://open.spotify.com/artist/53RkHTcl0SJZjpzqogkBf4","https://i.scdn.co/image/ab67616100005174029479ed32ffc0cd2ae54735","art rock"
"2552","paul davis","thompson twins",44,117464,"https://open.spotify.com/artist/6EJmqnuK0r6qiAevFFiNNR","https://i.scdn.co/image/7fb9a7adf5fe2603da53a149407788ac8fd36b5d","bubblegum pop",50,569299,"https://open.spotify.com/artist/5jVeqi3PNaTOajfvBa4uFn","https://i.scdn.co/image/ab67616100005174e1d9c03cc2d86e3babc83c59","new romantic"
"2553","mike + the mechanics","animotion",57,578453,"https://open.spotify.com/artist/2yTUYhIf8fxptTIy3KLuJD","https://i.scdn.co/image/a6e2554ee5d46ddbfc3095ded51958cccfb0e766","art rock",40,39943,"https://open.spotify.com/artist/6eQHjJJa52LUGjBKP5UPos","https://i.scdn.co/image/1e7d8ce833fdbd3fb3c1cda0cb632e10ec7494ed","new wave"
"2554","tiffany","loverboy",54,339002,"https://open.spotify.com/artist/4C3uGP8vRDzxrhJxZiOjTe","https://i.scdn.co/image/ab676161000051747fff2f4c0b030478e1a9cdba","new wave pop",54,753417,"https://open.spotify.com/artist/2CLVPk9FcywjClBcTvWPkT","https://i.scdn.co/image/ab6761610000517402a7fb52455eea92035311dc","classic canadian rock"
"2555","chicago","steve perry",67,3304730,"https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0","https://i.scdn.co/image/ab67616100005174552671b05c6308584f920795","album rock",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold"
"2556","quarterflash","the j. geils band",43,99129,"https://open.spotify.com/artist/3VJakY5Yw5phAOF4Bada5v","https://i.scdn.co/image/f5892fe0d5511efac5384da7e37d9ef4d613c139","mellow gold",57,715986,"https://open.spotify.com/artist/69Mj3u4FTUrpyeGNSIaU6F","https://i.scdn.co/image/43d20bdb99de92558563c95a365c92ab8b1f81a6","art rock"
"2557","donnie iris","reo speedwagon",39,31460,"https://open.spotify.com/artist/4kveDT8ylFciq1mdeYcIvw","https://i.scdn.co/image/94823ced14537956ccbef1488b764c4193a9a9af",NA,63,2107390,"https://open.spotify.com/artist/55vs7NT1KxcFjbMC4y202E","https://i.scdn.co/image/ab67616100005174fc5a03aa1823cfbe08b8b2ed","classic rock"
"2558","honeymoon suite","huey lewis & the news",41,102840,"https://open.spotify.com/artist/7kFyhQTV7cbd3iSYW2yt1Q","https://i.scdn.co/image/ab67616100005174f2fd95e6a237fcf9d5e81368","canadian metal",62,1342993,"https://open.spotify.com/artist/7A9yZMTrFZcgEWAX2kBfK6","https://i.scdn.co/image/ab676161000051748dfb95eb4902b28206963614","classic rock"
"2559","tommy shaw","joe walsh",32,27029,"https://open.spotify.com/artist/6cMIEub9j2vbMGF3GOETWi","https://i.scdn.co/image/ab6772690000dd2283cdccd01af3592e0d68f6c3",NA,55,1075607,"https://open.spotify.com/artist/5bDxAyJiTYBat1YnFJhvEK","https://i.scdn.co/image/eafdd5b0d74bebaa1fc64591e050039d6a9debec","blues rock"
"2560","aldo nova","boston",37,158745,"https://open.spotify.com/artist/3jtTd1E9mBxYYU987s32Fm","https://i.scdn.co/image/f938b0cf5d11116d48beeabb6683d3beeff1f2f8","canadian metal",64,2301231,"https://open.spotify.com/artist/29kkCKKGXheHuoO829FxWK","https://i.scdn.co/image/91457d2e1cd0e38d1b0af68699aeb85416dd4ab8","classic rock"
"2561","bad english","bachman-turner overdrive",48,285557,"https://open.spotify.com/artist/5fhMbh4PVSLSODF2fhWwqt","https://i.scdn.co/image/0900e9f9569f452ceab5a3e8c5f01bd71f85f30e","glam metal",58,845056,"https://open.spotify.com/artist/5q4AzEtCoYJyXjMMoEkSU5","https://i.scdn.co/image/50741f1de4da40778401dfe57a73bde9ab0659ce","art rock"
"2562","henry lee summer","little river band",26,4747,"https://open.spotify.com/artist/7wtiiuXdnWtATBrAxU9fnQ","https://i.scdn.co/image/6c9f5ae4c01e64df2990ffbdfbdd552d3141c878",NA,56,997963,"https://open.spotify.com/artist/6clbbhnIqpHnqxwtOWcilg","https://i.scdn.co/image/ab676161000051748d20c06dc6316ee8d35b351e","art rock"
"2563","night ranger","sammy hagar",51,612865,"https://open.spotify.com/artist/1Ha0Fz4i0d4gu5fZbhBCtH","https://i.scdn.co/image/ab676161000051749e8c55f799964f5194cc5999","classic rock",54,808139,"https://open.spotify.com/artist/1hXjTjJzZTXDZ75AclOo6N","https://i.scdn.co/image/ab676161000051749dc3e6da940b26f4695adc3b","classic rock"
"2564","russ ballard","heart",35,12632,"https://open.spotify.com/artist/1TOvAjOdz0YBx2wVRlBvFA","https://i.scdn.co/image/ab676161000051744421297ddd1cb37eab16f422",NA,65,2106872,"https://open.spotify.com/artist/34jw2BbxjoYalTp8cJFCPv","https://i.scdn.co/image/6537feaf4a9da588202c9aa494dcc9b02f246ff5","classic rock"
"2565","corey hart","the cars",50,243898,"https://open.spotify.com/artist/0smy8yDrRoI4CnhpOuthg0","https://i.scdn.co/image/ab67616100005174a57b441a0f3f911a3c39bbef","mellow gold",64,1490137,"https://open.spotify.com/artist/6DCIj8jNaNpBz8e5oKFPtp","https://i.scdn.co/image/8d639299dee8947d3142135f4f84dff636ff9516","art rock"
"2566","starship","howard jones",63,851731,"https://open.spotify.com/artist/0kObWap02DEg9EAJ3PBxzf","https://i.scdn.co/image/485b9c07ffe6a1a34562c5dff6a231dae181a748","mellow gold",49,361214,"https://open.spotify.com/artist/6loBF9iQdE11WSX29fNKqY","https://i.scdn.co/image/ab6761610000517493e7c004e39b91f88d1088af","new romantic"
"2567","patty smyth","nik kershaw",48,52736,"https://open.spotify.com/artist/2dgfCEMSVETFp29mRpiFpz","https://i.scdn.co/image/ab67616100005174ae32e4c9130baf3477fa297f",NA,54,272339,"https://open.spotify.com/artist/7kCL98rPFsNKjAHDmWrMac","https://i.scdn.co/image/ab6761610000517468a6b441e694ee02110b44a1","mellow gold"
"2568","benjamin orr","go west",37,13729,"https://open.spotify.com/artist/6FV7vG3YdZqITxCEbUK98Y","https://i.scdn.co/image/0752abd08d9bf1c28b84a2af6d3f43f7764e6732",NA,48,221461,"https://open.spotify.com/artist/7bKupnlF7XOfR1En3K8oAL","https://i.scdn.co/image/f26cd438ecc03700b192ce8ad90e775897a2edfe","new romantic"
"2569","richard marx","climie fisher",64,1086870,"https://open.spotify.com/artist/0grdhNhiRLFBaFVyybqsj6","https://i.scdn.co/image/ab6772690000dd225a23fa4fa56b6bb1483733d2","mellow gold",47,58733,"https://open.spotify.com/artist/3bpvhFSIErguVNQUiutctF","https://i.scdn.co/image/22ac371ba75f5ce54d4039609907cd00ab524676","new wave pop"
"2570","wang chung","richard marx",52,276537,"https://open.spotify.com/artist/6Zh3xrWlA0SA9Fsfj9AVwm","https://i.scdn.co/image/3cc6fe2f6ee10954302d1b24dacc140585fedbd8","mellow gold",64,1086870,"https://open.spotify.com/artist/0grdhNhiRLFBaFVyybqsj6","https://i.scdn.co/image/ab6772690000dd225a23fa4fa56b6bb1483733d2","mellow gold"
"2571","night ranger","thompson twins",51,612865,"https://open.spotify.com/artist/1Ha0Fz4i0d4gu5fZbhBCtH","https://i.scdn.co/image/ab676161000051749e8c55f799964f5194cc5999","classic rock",50,569299,"https://open.spotify.com/artist/5jVeqi3PNaTOajfvBa4uFn","https://i.scdn.co/image/ab67616100005174e1d9c03cc2d86e3babc83c59","new romantic"
"2572","john waite","sammy hagar",53,218060,"https://open.spotify.com/artist/2TPyCsRoh2tjeZLTQ2ojlj","https://i.scdn.co/image/da58bd9c8eb882cb2b29b05f4f99449808659164","mellow gold",54,808139,"https://open.spotify.com/artist/1hXjTjJzZTXDZ75AclOo6N","https://i.scdn.co/image/ab676161000051749dc3e6da940b26f4695adc3b","classic rock"
"2573","loverboy","bad english",54,753417,"https://open.spotify.com/artist/2CLVPk9FcywjClBcTvWPkT","https://i.scdn.co/image/ab6761610000517402a7fb52455eea92035311dc","classic canadian rock",48,285557,"https://open.spotify.com/artist/5fhMbh4PVSLSODF2fhWwqt","https://i.scdn.co/image/0900e9f9569f452ceab5a3e8c5f01bd71f85f30e","glam metal"
"2574","steve perry","y&t",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold",43,184442,"https://open.spotify.com/artist/49Cw140t9jupn4S3udehoP","https://i.scdn.co/image/ab67616100005174f62fea7509a1193db7fbc572","glam metal"
"2575","lou gramm","damn yankees",44,101887,"https://open.spotify.com/artist/7CnmC3gRgLev4I609BrSxj","https://i.scdn.co/image/31f98adfdcaaf31cbaca219ee21f133520d9ab82","mellow gold",45,449589,"https://open.spotify.com/artist/7ihLzUpuNecU5VBkvOUDNq","https://i.scdn.co/image/a0150faf82fcab9bbb9ed98cda27823994ec3833","classic rock"
"2576","quarterflash","aldo nova",43,99129,"https://open.spotify.com/artist/3VJakY5Yw5phAOF4Bada5v","https://i.scdn.co/image/f5892fe0d5511efac5384da7e37d9ef4d613c139","mellow gold",37,158745,"https://open.spotify.com/artist/3jtTd1E9mBxYYU987s32Fm","https://i.scdn.co/image/f938b0cf5d11116d48beeabb6683d3beeff1f2f8","canadian metal"
"2577","glass tiger","warrant",44,125310,"https://open.spotify.com/artist/53RaPTbZOx2mBoZD6LLWIv","https://i.scdn.co/image/ab67616100005174e9ce4b69d5919d5997715aa5","classic canadian rock",54,1083406,"https://open.spotify.com/artist/7HLvzuM9p11k9lUQfSM4Rq","https://i.scdn.co/image/ab676161000051747395606364a788cf4e08c1dc","glam metal"
"2578","john parr","winger",50,82892,"https://open.spotify.com/artist/3Z1tibPKhUYWCno0IYicCN","https://i.scdn.co/image/ab6761610000517492cf232d26e49a42e015f998","mellow gold",46,427099,"https://open.spotify.com/artist/2qQeKHrQJHLLbvDAOSO874","https://i.scdn.co/image/ab676161000051747a911ab44a1d0097bb4e548c","glam metal"
"2579","mr. mister","tesla",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold",52,818649,"https://open.spotify.com/artist/0dgnITyIAN4NrmUVisvxHU","https://i.scdn.co/image/ab67616100005174e1b45ffd19de80ecb7d086b7","classic rock"
"2580","pat benatar","slaughter",61,1423094,"https://open.spotify.com/artist/43mhFhQ4JAknA7Ik1bOZuV","https://i.scdn.co/image/f881ba3e2dec37df305e172d9b5210b12fcd74cb","classic rock",43,536837,"https://open.spotify.com/artist/4ibNXJiMYOPibpS9DB9Qz3","https://i.scdn.co/image/a95dd4ed0cd08ac9af295130fd8dba677579978d","canadian metal"
"2581","john cafferty & the beaver brown band","cinderella",41,26700,"https://open.spotify.com/artist/5qwERxFiC8zCJvnVI8Zkl9","https://i.scdn.co/image/a9b9c732d5df982dcfcdfe0e6ec612a325fb0c8f","heartland rock",56,1464689,"https://open.spotify.com/artist/7HL4id2U7FSDJtfKQHMgQx","https://i.scdn.co/image/ab67616100005174aa397a18bdfd4c1dd44557c9","glam metal"
"2582","38 special","david lee roth",57,1034240,"https://open.spotify.com/artist/3zXw2Eh96iTT51pytzHdZi","https://i.scdn.co/image/30b95555f6ada5b6ad259d865e5bbf791534999b","classic rock",48,569949,"https://open.spotify.com/artist/0KyCXNSa7ZMb5LydfKbLG3","https://i.scdn.co/image/ab676161000051747b3b79fbb96e4245b9bf52f8","classic rock"
"2583","starship","quiet riot",63,851731,"https://open.spotify.com/artist/0kObWap02DEg9EAJ3PBxzf","https://i.scdn.co/image/485b9c07ffe6a1a34562c5dff6a231dae181a748","mellow gold",57,1540329,"https://open.spotify.com/artist/1dLWg6m8RRhizsdqJbhyj3","https://i.scdn.co/image/a2743b1cf91f7d5fe7c28fc0442ffac062aa0179","classic rock"
"2584","cutting crew","dokken",60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold",50,585334,"https://open.spotify.com/artist/09hNSPPOxDop4FRdr6UEnq","https://i.scdn.co/image/ab6761610000517402462485d643a51432f23c7a","glam metal"
"2585","the j. geils band","lynch mob",57,715986,"https://open.spotify.com/artist/69Mj3u4FTUrpyeGNSIaU6F","https://i.scdn.co/image/43d20bdb99de92558563c95a365c92ab8b1f81a6","art rock",33,120915,"https://open.spotify.com/artist/2K3xysAFpeFSH3DG0zIErf","https://i.scdn.co/image/51c399b45a9989eea5c2dc2bcdc19eee6f67237d","hard rock"
"2586","the hooters","firehouse",51,79468,"https://open.spotify.com/artist/7uhvDINTTiD0XBrP9fquN1","https://i.scdn.co/image/ab6761610000517415896b67a6576aa8ee9f6cb3","mellow gold",55,765447,"https://open.spotify.com/artist/28pS8WVbFstY0o1SrqCf8I","https://i.scdn.co/image/ef1144acb54040ddfa4e6acda2592b6e7af67f6d","glam metal"
"2587","billy squier","molly hatchet",57,680805,"https://open.spotify.com/artist/3Fz2GbraVXhcpXnoi2Oe1r","https://i.scdn.co/image/b41cea376e7970dc32802f0d0a84c22cfedf3e47","classic rock",47,507124,"https://open.spotify.com/artist/4ZqBwBVB3dsYWL3d5Spi10","https://i.scdn.co/image/216985d12728561239501a758217e38eeda6caa5","blues rock"
"2588","rick springfield","eddie money",58,701338,"https://open.spotify.com/artist/6IFXsrXBpwbIqtOUOiAa3p","https://i.scdn.co/image/ab676161000051745cc5140fd4e3342f3a6d25ff","australian rock",57,747522,"https://open.spotify.com/artist/4Tw2N3wdvJPGEU7JqMxFfE","https://i.scdn.co/image/ab6761610000517459808090fb17e636132b0d2a","classic rock"
"2589","eddie money","the j. geils band",57,747522,"https://open.spotify.com/artist/4Tw2N3wdvJPGEU7JqMxFfE","https://i.scdn.co/image/ab6761610000517459808090fb17e636132b0d2a","classic rock",57,715986,"https://open.spotify.com/artist/69Mj3u4FTUrpyeGNSIaU6F","https://i.scdn.co/image/43d20bdb99de92558563c95a365c92ab8b1f81a6","art rock"
"2590","night ranger","billy squier",51,612865,"https://open.spotify.com/artist/1Ha0Fz4i0d4gu5fZbhBCtH","https://i.scdn.co/image/ab676161000051749e8c55f799964f5194cc5999","classic rock",57,680805,"https://open.spotify.com/artist/3Fz2GbraVXhcpXnoi2Oe1r","https://i.scdn.co/image/b41cea376e7970dc32802f0d0a84c22cfedf3e47","classic rock"
"2591","honeymoon suite","head east",41,102840,"https://open.spotify.com/artist/7kFyhQTV7cbd3iSYW2yt1Q","https://i.scdn.co/image/ab67616100005174f2fd95e6a237fcf9d5e81368","canadian metal",43,146705,"https://open.spotify.com/artist/55UamRmLvoS6q7iWPzUrCC","https://i.scdn.co/image/8639d57200febc3eac25d97421793acef7cd0388","blues rock"
"2592","lou gramm","the outlaws",44,101887,"https://open.spotify.com/artist/7CnmC3gRgLev4I609BrSxj","https://i.scdn.co/image/31f98adfdcaaf31cbaca219ee21f133520d9ab82","mellow gold",44,317545,"https://open.spotify.com/artist/72JEwd3EjDEwTLypkFYJn9","https://i.scdn.co/image/ab676161000051742f8255912e01f657ef3ae7f0","blues rock"
"2593","triumph","bachman-turner overdrive",45,406016,"https://open.spotify.com/artist/4YfnJEbTz8QLD5FusYFwV6","https://i.scdn.co/image/9e6f218ce63c5c23e7b7d887b6e07c37e9a39eee","canadian metal",58,845056,"https://open.spotify.com/artist/5q4AzEtCoYJyXjMMoEkSU5","https://i.scdn.co/image/50741f1de4da40778401dfe57a73bde9ab0659ce","art rock"
"2594","april wine","jefferson starship",52,330952,"https://open.spotify.com/artist/1JHzh1ETQTMoFb2CgncnTL","https://i.scdn.co/image/e71b772056ff648ffe2ce04e185a96f8c2a5ba56","classic canadian rock",50,847022,"https://open.spotify.com/artist/3HC7NcxQx2Yk0fWoRKJ0xF","https://i.scdn.co/image/ab676161000051740a7ad2d086997db5d77d8e47","art rock"
"2595","aldo nova","sammy hagar",37,158745,"https://open.spotify.com/artist/3jtTd1E9mBxYYU987s32Fm","https://i.scdn.co/image/f938b0cf5d11116d48beeabb6683d3beeff1f2f8","canadian metal",54,808139,"https://open.spotify.com/artist/1hXjTjJzZTXDZ75AclOo6N","https://i.scdn.co/image/ab676161000051749dc3e6da940b26f4695adc3b","classic rock"
"2596","reo speedwagon","boston",63,2107390,"https://open.spotify.com/artist/55vs7NT1KxcFjbMC4y202E","https://i.scdn.co/image/ab67616100005174fc5a03aa1823cfbe08b8b2ed","classic rock",64,2301231,"https://open.spotify.com/artist/29kkCKKGXheHuoO829FxWK","https://i.scdn.co/image/91457d2e1cd0e38d1b0af68699aeb85416dd4ab8","classic rock"
"2597","the j. geils band","atlanta rhythm section",57,715986,"https://open.spotify.com/artist/69Mj3u4FTUrpyeGNSIaU6F","https://i.scdn.co/image/43d20bdb99de92558563c95a365c92ab8b1f81a6","art rock",47,241890,"https://open.spotify.com/artist/0WgyCbru4tXnMsbTmX4mFw","https://i.scdn.co/image/ab67616100005174d8bf9437c1c695ca517c9710","art rock"
"2598","red rider","foghat",43,78257,"https://open.spotify.com/artist/4EGlaDAVZTNNknDdKHrHRp","https://i.scdn.co/image/119631d62c1c428a67af71aac0244d7a31419c86","classic canadian rock",53,745087,"https://open.spotify.com/artist/6x33CmZWo2Ve4hxYl2Craq","https://i.scdn.co/image/ab67616100005174c99812527711745e4e0bf29c","blues rock"
"2599","glass tiger","the georgia satellites",44,125310,"https://open.spotify.com/artist/53RaPTbZOx2mBoZD6LLWIv","https://i.scdn.co/image/ab67616100005174e9ce4b69d5919d5997715aa5","classic canadian rock",48,177860,"https://open.spotify.com/artist/2hnzQ6eCFkxUIPsVcsdj8A","https://i.scdn.co/image/ed4b0e93cf700e9eead769f8d2f76f16e8d173bf","blues rock"
"2600","donnie iris","blackfoot",39,31460,"https://open.spotify.com/artist/4kveDT8ylFciq1mdeYcIvw","https://i.scdn.co/image/94823ced14537956ccbef1488b764c4193a9a9af",NA,44,307158,"https://open.spotify.com/artist/10rzK0sLCXsUlDhl8ed0MV","https://i.scdn.co/image/ab67616d00001e02b0cb99579af59e4a51f7887d","blues rock"
"2601","quarterflash","the marshall tucker band",43,99129,"https://open.spotify.com/artist/3VJakY5Yw5phAOF4Bada5v","https://i.scdn.co/image/f5892fe0d5511efac5384da7e37d9ef4d613c139","mellow gold",56,844094,"https://open.spotify.com/artist/59QxeZBL6k9L4oJBGSyukd","https://i.scdn.co/image/ab6761610000517448bbd7b9258b38689f6dc919","blues rock"
"2602","lou gramm","firefall",44,101887,"https://open.spotify.com/artist/7CnmC3gRgLev4I609BrSxj","https://i.scdn.co/image/31f98adfdcaaf31cbaca219ee21f133520d9ab82","mellow gold",43,182121,"https://open.spotify.com/artist/1tfXh4XxILEuMU2qZupFn8","https://i.scdn.co/image/ab6761610000517430adcaa6c2679f09255fffa6","classic rock"
